"","Age","Country","TRAD_F_1","TRAD_F_2","TRAD_F_3","TRAD_F_4","TRAD_F_5","TRAD_F_6","TRAD_F_7","TRAD_F_8","TRAD_F_9","TRAD_F_10","TRAD_F_11","TRAD_F_12","TRAD_M_13","TRAD_M_14","TRAD_M_15","TRAD_M_16","TRAD_M_17","TRAD_M_18","SEX_BIN","ATG1R","ATG2R","ATG3R","ATG4R","ATG5R","ATL1R","ATL2R","ATL3R","ATL4R","ATL5R","SSM","SSP","CONTBIN","ATTGL","GRTRAD","REL_1rec","REL_2rec","RELIGIOSITY_NEW","ATT_GAY","ATT_LESB","ATT_GL","Numb_Contacts","Meanqual","RELIGIOSITY","Contact2"
"2235",20,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1.1,NA,NA,NA,2,NA,1.1,NA
"2236",55,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,NA,6,NA,5,NA
"2237",19,"France",6,4,4,3,6,4,4,4,4,3,5,4,4,4,3,4,3,4,"Male",3,3,2,4,3,3,3,2,4,3,5,2,NA,3,4.13333333333333,2,3,1.7,3,3,3,3,4,1.7,4.5
"2238",22,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2239",18,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2240",23,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2241",20,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2242",23,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2.2,NA,NA,NA,7,3.5,2.2,7
"2243",21,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2244",22,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2245",19,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,0,NA,1,NA
"2246",21,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2247",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2248",19,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2249",22,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2250",22,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2251",39,"France",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Male",4,4,3,4,4,4,4,3,4,4,6,5,NA,3.8,1.06666666666667,NA,NA,NA,3.8,3.8,3.8,0,4,NA,0
"2252",18,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2253",59,"France",6,6,1,1,5,1,6,6,6,5,2,2,1,1,1,1,1,1,"Male",2,2,2,2,2,2,2,1,2,2,1,1,NA,1.9,3,7,5,5.4,2,1.8,1.9,0,5,5.4,0
"2254",NA,"France",6,6,5,4,6,4,5,6,4,6,4,4,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,4.90909090909091,7,6,6,NA,1,1,0,NA,6,NA
"2255",57,"France",6,6,4,5,6,5,6,5,5,6,5,5,5,5,2,2,4,3,"Male",1,2,1,2,1,1,2,1,2,1,1,1,NA,1.4,4.86666666666667,6,5,4.9,1.4,1.4,1.4,6,4,4.9,9
"2256",65,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2257",27,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2258",19,"France",4,3,1,2,5,2,3,3,3,5,2,3,4,3,4,4,4,3,"Male",2,2,1,3,2,2,2,1,3,2,2,1,NA,2,3.2,3,3,2.2,2,2,2,2,3,2.2,1
"2259",49,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2260",24,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2261",18,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2262",26,"France",3,1,1,1,6,1,6,5,4,1,1,1,6,5,5,6,5,6,"Male",NA,NA,NA,NA,NA,4,4,4,4,4,6,6,NA,4,3.2,2,2,1.1,NA,4,4,6,4,1.1,9
"2263",25,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2264",20,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1.1,NA,NA,NA,0,NA,1.1,NA
"2265",22,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2266",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2267",18,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2268",20,"Italy",2,6,1,3,4,4,5,5,4,3,3,4,4,3,2,3,3,3,"Female",2,4,3,4,4,2,4,3,4,4,3,3,"No contact",3.4,3.4,5,4,3.8,3.4,3.4,3.4,0,NA,3.8,NA
"2269",21,"Italy",1,5,1,1,1,3,3,3,1,1,1,2,1,1,4,5,3,6,"Female",4,2,3,2,4,4,3,3,2,4,5,5,"No contact",3.1,2.06666666666667,2,2,1.1,3,3.2,3.1,0,NA,1.1,NA
"2270",48,"Italy",1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"No contact",4,1.33333333333333,2,4,2.3,4,4,4,0,NA,2.3,NA
"2271",21,"Italy",1,5,1,1,3,4,5,5,1,4,1,3,NA,3,3,3,3,3,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"No contact",4,2.71428571428571,3,3,2.2,4,4,4,0,NA,2.2,NA
"2272",28,"Italy",2,4,1,1,4,1,6,3,1,4,2,3,4,5,2,4,4,4,"Female",2,2,3,2,3,2,2,3,2,3,4,2,"No contact",2.4,2.93333333333333,3,4,2.8,2.4,2.4,2.4,0,NA,2.8,NA
"2273",19,"Italy",2,1,1,1,3,2,3,3,2,2,1,2,4,4,4,4,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,2.4,2,3,1.7,4,4,4,0,NA,1.7,NA
"2274",26,"Italy",3,3,1,1,2,2,4,4,1,3,1,2,6,5,3,6,6,5,"Female",4,4,1,4,4,4,4,4,4,4,5,1,"No contact",3.7,2.86666666666667,2,2,1.1,3.4,4,3.7,0,NA,1.1,NA
"2275",20,"Italy",4,2,1,1,5,2,5,4,2,4,3,2,2,6,3,5,5,3,"Female",4,4,1,4,3,4,4,1,4,3,5,3,"No contact",3.2,3.13333333333333,4,4,3.3,3.2,3.2,3.2,0,NA,3.3,NA
"2276",21,"Italy",3,4,2,1,4,4,5,4,4,4,3,4,2,3,2,3,2,3,"Female",4,4,4,4,3,4,4,4,4,3,5,4,"No contact",3.8,3.2,6,5,4.9,3.8,3.8,3.8,0,NA,4.9,NA
"2277",20,"Italy",4,4,2,2,5,4,4,4,3,4,3,3,4,3,3,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"No contact",3.8,3.46666666666667,3,4,2.8,3.8,3.8,3.8,0,NA,2.8,NA
"2278",23,"Italy",6,6,1,4,6,4,6,6,2,5,3,4,3,1,3,1,1,4,"Female",1,4,4,4,1,NA,4,1,4,1,6,1,"No contact",2.66666666666667,3.66666666666667,3,4,2.8,2.8,2.5,2.65,0,NA,2.8,NA
"2279",19,"Italy",3,3,2,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,"Female",4,3,3,3,4,4,3,3,3,4,4,3,"No contact",3.4,2.66666666666667,4,4,3.3,3.4,3.4,3.4,0,NA,3.3,NA
"2280",24,"Italy",3,3,1,1,6,4,4,4,2,4,3,3,3,4,3,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,5,1,"No contact",3.8,3.2,6,5,4.9,3.8,3.8,3.8,0,NA,4.9,NA
"2281",20,"Italy",2,2,2,1,4,3,4,4,3,2,2,3,NA,3,NA,NA,NA,NA,"Female",4,4,2,4,2,4,4,2,4,2,5,4,"No contact",3.2,2.58333333333333,3,3,2.2,3.2,3.2,3.2,0,NA,2.2,NA
"2282",21,"Italy",3,1,3,1,4,1,6,4,3,1,1,1,4,3,4,5,4,4,"Female",4,4,4,NA,4,4,4,4,4,4,6,5,"No contact",4,2.73333333333333,2,3,1.7,4,4,4,0,NA,1.7,NA
"2283",23,"Italy",1,1,1,1,5,1,3,3,3,3,3,3,3,4,3,3,4,3,"Female",4,3,4,4,4,4,4,2,4,4,3,2,"No contact",3.7,2.53333333333333,3,4,2.8,3.8,3.6,3.7,0,NA,2.8,NA
"2284",31,"Italy",1,3,3,1,4,3,4,4,4,6,1,4,3,1,3,4,3,3,"Female",4,4,4,4,4,4,4,4,4,4,3,3,"No contact",4,3,6,4,4.3,4,4,4,0,NA,4.3,NA
"2285",24,"Italy",4,3,2,2,4,4,6,4,3,3,3,3,3,4,3,3,3,4,"Female",4,4,2,4,3,4,4,2,4,3,5,4,"No contact",3.4,3.33333333333333,3,5,3.4,3.4,3.4,3.4,0,NA,3.4,NA
"2286",34,"Italy",3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,"Female",4,3,1,4,2,4,3,1,4,2,6,3,"No contact",2.8,3.13333333333333,3,2,1.6,2.8,2.8,2.8,0,NA,1.6,NA
"2287",23,"Italy",3,4,4,1,6,3,4,3,2,2,3,3,4,4,3,3,3,3,"Female",4,4,3,4,2,4,4,3,4,2,3,2,"No contact",3.4,3.26666666666667,3,4,2.8,3.4,3.4,3.4,0,NA,2.8,NA
"2288",22,"Italy",4,3,2,1,3,2,5,4,3,2,4,1,2,3,2,4,4,3,"Female",4,4,4,4,4,4,4,4,4,4,5,2,"No contact",4,2.73333333333333,4,5,3.9,4,4,4,0,NA,3.9,NA
"2289",22,"Italy",2,2,1,2,4,3,4,6,4,3,3,3,4,4,3,2,4,4,"Female",4,4,3,4,3,4,3,3,4,4,5,5,"No contact",3.6,2.93333333333333,5,4,3.8,3.6,3.6,3.6,0,NA,3.8,NA
"2290",30,"Italy",1,2,1,2,4,2,4,2,3,2,4,2,4,2,4,4,4,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,2.73333333333333,3,4,2.8,4,4,4,0,NA,2.8,NA
"2291",NA,"Italy",1,4,1,1,4,3,4,2,2,4,2,2,NA,3,2,2,NA,2,"Female",4,4,3,4,4,4,4,3,4,4,5,2,"No contact",3.8,2.5,3,4,2.8,3.8,3.8,3.8,0,NA,2.8,NA
"2292",39,"Italy",4,2,1,1,4,4,4,3,3,3,3,3,3,3,3,4,4,3,"Female",4,4,4,4,3,4,4,4,4,3,5,5,"No contact",3.8,3,2,3,1.7,3.8,3.8,3.8,0,NA,1.7,NA
"2293",24,"Italy",3,5,3,2,3,2,4,3,3,3,1,1,4,5,3,4,4,4,"Female",1,2,1,2,1,1,1,1,2,2,2,1,"No contact",1.4,3.06666666666667,4,4,3.3,1.4,1.4,1.4,0,NA,3.3,NA
"2294",46,"Italy",1,6,1,1,1,6,4,6,1,5,2,4,4,2,1,2,4,4,"Female",2,3,1,4,4,3,3,1,4,4,5,3,"No contact",2.9,2.73333333333333,2,5,2.9,2.8,3,2.9,0,NA,2.9,NA
"2295",21,"Italy",2,1,1,1,3,2,6,3,1,3,3,4,4,4,4,3,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,2.8,3,5,3.4,4,4,4,0,NA,3.4,NA
"2296",24,"Italy",4,3,2,1,4,3,4,3,3,2,2,2,4,4,2,2,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,2.8,7,5,5.4,4,4,4,0,NA,5.4,NA
"2297",20,"Italy",4,4,3,3,5,3,4,4,3,3,3,3,4,4,4,3,3,3,"Female",3,3,3,3,4,3,3,3,3,4,5,5,"No contact",3.2,3.53333333333333,3,3,2.2,3.2,3.2,3.2,0,NA,2.2,NA
"2298",31,"Italy",3,3,2,3,4,1,3,3,3,3,3,3,2,3,3,3,3,2,"Female",3,3,2,3,3,3,3,2,3,3,4,3,"No contact",2.8,2.8,3,4,2.8,2.8,2.8,2.8,0,NA,2.8,NA
"2299",29,"Italy",1,1,1,1,4,3,4,3,3,1,3,1,4,3,3,3,3,3,"Female",4,4,4,4,2,4,4,4,4,2,6,6,"No contact",3.6,2.4,3,3,2.2,3.6,3.6,3.6,0,NA,2.2,NA
"2300",21,"Italy",4,4,4,3,4,3,4,4,3,4,4,4,6,5,5,5,5,5,"Female",1,2,1,2,2,1,2,1,2,2,1,1,"No contact",1.6,4.13333333333333,7,6,6,1.6,1.6,1.6,0,NA,6,NA
"2301",23,"Italy",3,2,1,1,3,5,5,4,2,1,2,4,2,2,1,2,1,2,"Female",4,4,3,4,3,4,4,3,4,3,5,5,"No contact",3.6,2.4,3,4,2.8,3.6,3.6,3.6,0,NA,2.8,NA
"2302",19,"Italy",1,2,1,1,4,3,5,5,1,3,3,3,1,1,1,1,1,1,"Female",4,4,1,4,1,4,4,1,4,1,6,6,"No contact",2.8,2.06666666666667,3,4,2.8,2.8,2.8,2.8,0,NA,2.8,NA
"2303",19,"Italy",3,3,2,2,4,3,4,4,3,3,3,3,1,3,5,5,1,1,"Female",4,4,4,4,4,4,4,4,4,4,5,2,"No contact",4,3.13333333333333,3,2,1.6,4,4,4,0,NA,1.6,NA
"2304",22,"Italy",3,3,1,1,5,1,3,3,2,1,3,1,4,4,2,4,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,2.53333333333333,2,2,1.1,4,4,4,0,NA,1.1,NA
"2305",26,"Italy",4,5,3,3,5,1,5,3,5,3,3,5,5,5,5,NA,5,5,"Female",4,4,4,4,4,4,4,4,4,4,5,3,"No contact",4,4.07142857142857,2,3,1.7,4,4,4,0,NA,1.7,NA
"2306",22,"Italy",3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,"Female",NA,NA,NA,NA,NA,2,2,2,3,3,4,2,"No contact",2.4,3.13333333333333,6,4,4.3,NA,2.4,2.4,0,NA,4.3,NA
"2307",32,"Italy",5,2,2,2,5,3,5,3,3,3,4,3,3,3,3,2,3,3,"Female",4,4,4,4,3,4,4,4,4,3,5,5,"No contact",3.8,3.2,3,3,2.2,3.8,3.8,3.8,0,NA,2.2,NA
"2308",24,"Italy",2,4,3,2,2,2,5,3,2,2,2,2,2,3,2,2,3,3,"Female",3,4,2,3,4,3,3,2,3,4,4,2,"No contact",3.1,2.46666666666667,4,5,3.9,3.2,3,3.1,0,NA,3.9,NA
"2309",22,"Italy",2,4,1,1,4,2,6,4,2,3,3,4,4,1,4,3,4,3,"Female",4,4,3,4,3,4,4,3,4,3,5,3,"No contact",3.6,2.93333333333333,2,2,1.1,3.6,3.6,3.6,0,NA,1.1,NA
"2310",23,"Italy",4,6,6,4,6,5,4,3,3,3,5,3,5,6,4,4,4,4,"Female",2,4,2,4,3,3,4,2,4,3,1,1,"No contact",3.1,4.53333333333333,2,3,1.7,3,3.2,3.1,0,NA,1.7,NA
"2311",23,"Italy",2,3,1,1,3,3,4,4,2,3,3,3,4,3,3,4,4,3,"Female",4,4,2,4,4,4,4,2,4,4,6,6,"No contact",3.6,2.8,2,2,1.1,3.6,3.6,3.6,0,NA,1.1,NA
"2312",24,"Italy",3,4,1,1,5,1,5,4,3,3,3,4,5,3,3,NA,4,3,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,3.14285714285714,3,3,2.2,4,4,4,0,NA,2.2,NA
"2313",23,"Italy",3,4,1,3,4,4,6,5,4,4,3,3,4,4,3,4,4,4,"Female",4,4,3,4,3,4,4,3,4,3,5,2,"No contact",3.6,3.6,3,4,2.8,3.6,3.6,3.6,0,NA,2.8,NA
"2314",26,"Italy",1,3,1,1,3,1,5,3,3,1,3,2,5,2,4,5,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,2.66666666666667,2,2,1.1,4,4,4,0,NA,1.1,NA
"2315",26,"Italy",5,3,2,1,4,4,5,5,2,3,2,3,4,6,4,4,4,4,"Female",4,4,4,4,4,4,4,4,4,4,5,4,"No contact",4,3.46666666666667,3,5,3.4,4,4,4,0,NA,3.4,NA
"2316",24,"Italy",2,5,2,2,6,5,5,2,2,2,5,2,2,2,2,5,5,2,"Female",4,4,3,4,3,4,4,3,4,3,5,2,"No contact",3.6,3.26666666666667,7,5,5.4,3.6,3.6,3.6,0,NA,5.4,NA
"2317",27,"Italy",3,3,1,1,4,3,3,4,2,2,3,4,4,4,2,3,4,3,"Female",4,4,4,4,4,4,4,4,4,4,5,4,"No contact",4,2.8,2,2,1.1,4,4,4,0,NA,1.1,NA
"2318",25,"Italy",1,4,2,1,4,2,6,4,5,2,2,2,5,5,4,4,4,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,3.26666666666667,3,4,2.8,4,4,4,0,NA,2.8,NA
"2319",24,"Italy",3,2,2,1,5,2,5,2,2,1,1,1,5,5,5,5,5,5,"Female",4,4,3,4,4,4,4,3,4,4,5,4,"No contact",3.8,3,2,2,1.1,3.8,3.8,3.8,0,NA,1.1,NA
"2320",23,"Italy",3,3,2,2,4,2,4,3,3,3,3,3,3,3,2,2,2,3,"Female",NA,NA,2,4,4,4,4,2,4,4,6,3,"No contact",3.5,2.8,2,2,1.1,3.33333333333333,3.6,3.46666666666667,0,NA,1.1,NA
"2321",27,"Italy",1,2,1,1,1,1,4,2,1,1,3,2,4,4,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"No contact",3.8,1.86666666666667,3,3,2.2,3.8,3.8,3.8,0,4,2.2,0
"2322",24,"Italy",4,5,3,3,4,4,5,5,4,4,4,4,6,5,3,4,4,4,"Female",4,4,3,3,4,4,4,3,4,4,5,3,"No contact",3.7,4.13333333333333,3,5,3.4,3.6,3.8,3.7,0,NA,3.4,NA
"2323",24,"Italy",2,6,2,2,4,4,4,4,2,4,2,4,2,2,2,2,2,2,"Female",2,2,2,2,3,2,2,2,2,3,2,2,"No contact",2.2,2.93333333333333,5,5,4.4,2.2,2.2,2.2,0,NA,4.4,NA
"2324",24,"Italy",4,5,4,3,5,4,5,4,4,5,5,4,4,5,3,3,5,3,"Female",2,3,2,3,4,3,3,2,3,4,4,4,"No contact",2.9,4.2,5,4,3.8,2.8,3,2.9,0,NA,3.8,NA
"2325",28,"Italy",2,4,1,1,5,3,5,3,3,3,2,6,2,2,2,2,4,2,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"No contact",4,2.86666666666667,3,4,2.8,4,4,4,0,NA,2.8,NA
"2326",28,"Italy",3,3,2,1,4,1,5,NA,4,1,5,1,1,4,1,4,5,4,"Female",3,4,NA,4,4,4,4,NA,4,4,5,4,"No contact",3.875,2.66666666666667,5,5,4.4,3.75,4,3.875,0,NA,4.4,NA
"2327",19,"Italy",3,3,2,1,4,2,4,3,3,1,2,2,3,3,3,3,4,3,"Female",4,4,2,4,4,4,4,3,4,4,5,5,"No contact",3.7,2.6,4,5,3.9,3.6,3.8,3.7,0,NA,3.9,NA
"2328",19,"Italy",4,5,3,3,4,3,5,4,5,4,3,4,2,3,2,3,3,3,"Female",3,2,3,3,3,3,3,3,3,3,4,2,"No contact",2.9,3.53333333333333,3,3,2.2,2.8,3,2.9,0,NA,2.2,NA
"2329",19,"Italy",4,4,3,1,4,4,5,5,3,3,4,3,5,6,3,3,5,5,"Female",NA,NA,NA,NA,NA,1,3,1,3,4,4,1,"No contact",2.4,3.66666666666667,6,5,4.9,NA,2.4,2.4,0,NA,4.9,NA
"2330",28,"Italy",3,3,2,2,5,3,6,3,3,3,3,3,4,3,3,3,3,3,"Female",4,4,1,4,4,4,4,1,4,4,5,5,"No contact",3.4,3.26666666666667,2,3,1.7,3.4,3.4,3.4,0,NA,1.7,NA
"2331",21,"Italy",1,3,3,2,4,3,6,3,3,3,1,2,3,4,4,NA,3,2,"Female",2,2,1,2,2,2,2,2,2,2,3,3,"No contact",1.9,3,4,6,4.5,1.8,2,1.9,0,NA,4.5,NA
"2332",NA,"Italy",2,2,1,1,4,2,5,3,3,2,3,2,3,3,2,3,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,2.53333333333333,2,2,1.1,4,4,4,0,NA,1.1,NA
"2333",NA,"Italy",3,3,2,2,4,3,5,3,3,2,2,2,3,3,2,2,2,2,"Female",4,4,4,4,4,4,4,4,4,4,5,4,"No contact",4,2.73333333333333,5,3,3.2,4,4,4,0,NA,3.2,NA
"2334",20,"Italy",3,2,1,1,1,1,4,2,3,3,2,2,5,4,3,4,4,3,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"No contact",4,2.6,3,4,2.8,4,4,4,0,NA,2.8,NA
"2335",NA,"Italy",1,1,1,1,3,1,3,3,2,2,2,2,2,2,2,2,2,2,"Female",4,4,4,4,1,4,4,4,4,NA,5,NA,"No contact",3.66666666666667,1.8,2,3,1.7,3.4,4,3.7,0,NA,1.7,NA
"2336",30,"Italy",2,3,1,1,4,1,6,2,4,1,3,3,2,3,2,4,NA,3,"Female",4,4,3,4,3,4,4,2,4,3,6,5,"No contact",3.5,2.66666666666667,2,2,1.1,3.6,3.4,3.5,0,NA,1.1,NA
"2337",24,"Italy",2,1,1,1,4,1,4,2,1,1,1,2,3,1,1,4,4,1,"Female",4,4,3,4,4,4,4,4,4,4,4,3,"No contact",3.9,1.86666666666667,2,2,1.1,3.8,4,3.9,0,NA,1.1,NA
"2338",21,"Italy",5,3,1,1,5,1,4,3,3,4,4,3,3,4,2,2,2,2,"Female",2,3,2,3,3,2,3,2,3,3,3,2,"No contact",2.6,3,3,3,2.2,2.6,2.6,2.6,0,NA,2.2,NA
"2339",57,"Italy",3,3,2,2,4,3,4,3,3,4,3,3,3,3,3,3,4,3,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"No contact",4,3.06666666666667,NA,2,1.2,4,4,4,0,NA,1.2,NA
"2340",49,"Italy",1,5,2,2,3,5,2,2,2,2,2,2,5,5,5,5,5,5,"Female",2,2,2,4,4,2,2,1,4,4,4,2,"No contact",2.7,3.2,3,5,3.4,2.8,2.6,2.7,0,NA,3.4,NA
"2341",49,"Italy",3,3,1,1,5,2,5,3,2,3,3,4,4,4,3,3,4,3,"Female",3,3,2,4,4,3,3,2,4,4,5,4,"No contact",3.2,3.06666666666667,4,5,3.9,3.2,3.2,3.2,0,NA,3.9,NA
"2342",22,"Italy",3,2,1,1,4,3,4,3,1,1,2,1,4,2,3,4,4,3,"Female",4,4,3,4,4,4,4,3,4,4,6,2,"No contact",3.8,2.4,6,5,4.9,3.8,3.8,3.8,0,NA,4.9,NA
"2343",NA,"Italy",4,4,4,3,4,3,5,4,5,3,5,4,4,4,4,4,4,4,"Female",1,2,2,2,3,1,2,2,2,3,3,2,"No contact",2,4,3,4,2.8,2,2,2,0,NA,2.8,NA
